SMILES,HOMO,LUMO
O=C1NCC11CC1C#C,-0.2431,0.0197
COC(=O)C(=O)C(N)=O,-0.2525,-0.0835
OCC(O)C1CC1C=O,-0.25,-0.0197
N=C1C=CNN=C1C#N,-0.2324,-0.0771
CN1C(=N)CCOC1=O,-0.2593,-0.0064
OC12CN3CC(=CC1)C23,-0.2077,-0.006
CC#CC1(C)CC2CC12,-0.2373,0.0586
OC1C=CC2=NNC=C12,-0.2193,-0.0198
CCCC#CC(C)O,-0.2475,0.0424
N#CC1C2NC2C11CN1,-0.2484,0.0192
C1NC11C2C3CCN2C13,-0.2297,0.0855
O=CC1OC1(C=O)C=O,-0.2746,-0.1008
OCC1CCC(C1)C=O,-0.2462,-0.0167
CC1C2C3OC(C)C1C23,-0.222,0.0844
CC1C2N3CC3C12CO,-0.2219,0.0581
OC1CC1C#CCC#C,-0.2442,0.027999999999999997
CC1(CCO)OC1C#C,-0.2545,0.0187
O=C1OC2(CC2)C11CO1,-0.2737,-0.0173
CC1=CN=C(O)C(C)=C1,-0.2196,-0.0132
CC1C2NC(=O)C(=O)C12,-0.2359,-0.0644
CC1CC(C)C2OC12,-0.2537,0.0903
CC1C2CC1C2CO,-0.2606,0.0766
CCOC(=O)C(O)C#C,-0.2672,-0.0058
CC(O)C1=CC=NN1C,-0.2368,0.0137
COCC1OC1COC,-0.2577,0.0804
C1CC(C1)N1C=NN=N1,-0.2789,-0.0129
O=CN1C2CCC(=O)C12,-0.2475,-0.0353
NC(=O)C(N)=O,-0.2422,-0.0321
C1OC2COCC=C12,-0.2412,0.0085
O=C1C=CCCN2CC12,-0.2361,-0.052000000000000005
CC12CC3(CO3)CC1N2,-0.2397,0.0827
CCCOC12CC(C1)C2,-0.2461,0.0923
NC1(CC1O)C(O)C#N,-0.2445,-0.0006
OC1=CNC(=N1)C1CC1,-0.1877,0.0346
N=C1NC2CC2OC1=N,-0.2326,-0.0361
NC1(CNC1)C#N,-0.239,0.0243
CC12C3N4C1C2(C)C34C,-0.1992,0.0762
C1C2C3C1N1C2CC31,-0.2224,0.0923
NCC1(NC1C#N)C#N,-0.2632,-0.0245
CC1CC2(C)C(C#N)N12,-0.2483,0.0107
CCC1OC1(C=O)C#C,-0.2611,-0.0447
O=CC(=O)C1=NC=CN1,-0.2476,-0.1017
O=CC12C=CC3C1CC23,-0.2324,-0.0277
CN=C1C=CNN=C1O,-0.1889,-0.0213
CC1C(O)C1C#CCO,-0.2452,0.0214
NC(C#C)(C#C)CC#N,-0.2676,0.0016
N=COC(C#N)C1CO1,-0.2823,-0.0051
CNC(=N)C(O)C#N,-0.2379,-0.0112
OC12CCC1COC2=N,-0.2639,0.0145
COC1CCCC11CO1,-0.2447,0.0671
CCC(C)C1CC2OC12,-0.2492,0.0774
CCCCCC(C)C#N,-0.3083,0.0396
C#CCN=C1NC=NN1,-0.1998,0.0185
CC1OC(=N)C1(C)C,-0.2575,0.0348
CC1C2C3CC3C(O)C12,-0.23800000000000002,0.0626
CNC(=N)C(=O)NC=O,-0.2564,-0.0627
C1OCC1N1C=CN=N1,-0.2631,-0.0073
OC1(CN2CC12)C#N,-0.2602,0.0008
CC1(C)CN1C(=N)C#N,-0.2587,-0.0523
CC1OC2C3OC2C13,-0.2353,0.0693
C1CC11CC2COC1C2,-0.23399999999999999,0.0897
CC1OC2(CC2)C1O,-0.2314,0.0644
COCCOCCO,-0.2587,0.0758
CCC1(CC#C)CO1,-0.2586,0.0467
O=CNCCCNC=O,-0.2504,0.0238
CC(C1CC1)C1CN1C,-0.2194,0.0864
NC1=CN=C(O)C(O)=C1,-0.1921,-0.0081
OCCCC1(CN1)C=O,-0.2478,-0.0243
O1C2C3C2C2C1C1C3N21,-0.2354,0.0666
O1C=CC=CC=NC=C1,-0.2143,-0.0412
CNC1=C(C)ON=C1N,-0.2231,0.0118
CC(C)CCC1CN1C,-0.2196,0.0786
CC1(C)C2OC1C1NC21,-0.2317,0.0754
CN1C=C(F)C(=N)C=N1,-0.2047,-0.0325
CCN1C=C(O)NC1=O,-0.1861,0.0431
CC1(C)CCCC2OC12,-0.2559,0.0782
COC1=NNC(C)=C1N,-0.2009,0.0364
NC1=C2OCCC2=NN1,-0.1983,0.0262
CC1CC11CC(O)C1,-0.2553,0.079
CC1=C(C)C2CC1C2O,-0.2093,0.0294
CC1NC1(CO)CC#N,-0.2587,0.0257
CCC(C)CC(C)O,-0.2612,0.0719
CC12CCC1C1CC21O,-0.2206,0.0684
C1CC23OC2CC2C1C32,-0.2552,0.0829
CC(O)C1(C)OCC1O,-0.2436,0.0553
CC1OC2C(C=O)C12,-0.2347,-0.0227
O=CC1CC2C(C#C)C12,-0.2354,-0.0226
CC1CCC=CCOC1,-0.2361,0.0096
NCC1CC([NH2+]1)C([O-])=O,-0.2418,0.0208
CCC1OCC1NC=O,-0.253,0.0208
CC(CO)C(C)C(N)=O,-0.2454,0.0314
C1OCC2NC2C2NC12,-0.2399,0.0611
CC#CCC1COC1=O,-0.2499,0.0082
CC1CC2(C)CC1C2=O,-0.2276,0.0001
O=C1COC11CC1C#N,-0.2713,-0.0546
N#CCC12CC(C1)O2,-0.2519,0.0282
CCCCC1COC1C,-0.2389,0.0833
CN1CC1C1CC1,-0.2188,0.0934
O=CN1C2C3CCC2C13,-0.2298,0.0198
CC1(CNC=O)CN1,-0.2462,0.0337
N=C1OCCC11CCC1,-0.2536,0.0269
CC1(O)C2C3C4C3C1C24,-0.2348,0.0732
CC1=COC=C1C,-0.2131,0.0299
N#CCCC1C2CN1C2,-0.2424,0.0385
CC1CC2(CC2C=O)O1,-0.2354,-0.0195
C1CCC2=CN=NN2C1,-0.24100000000000002,0.0088
C1CC23CC4(COC24)C13,-0.18600000000000003,-0.0492
OC1(CCC1)C(=O)C=O,-0.2467,-0.1065
CC1(CO1)C(=O)CC#N,-0.2732,-0.0488
CC1C(C)C(=N)N1C=O,-0.2526,-0.0238
CN1CC2(O)C1C2(C)O,-0.1944,0.0604
COCCC(C=O)C=O,-0.2567,-0.0585
CCC1=CC2CCC2C1,-0.2241,0.0315
NC(=N)C(=O)N1CC1,-0.239,-0.0438
O=CC1CC1(C#C)C#C,-0.247,-0.0362
COCC12CC1C(=O)N2,-0.245,0.0107
CC1=CC=C(F)C(C)=C1,-0.2274,-0.0014
CN=C1NCC=CC1=O,-0.2211,-0.07
OC1CC2C3N2C1C3=O,-0.2414,-0.0165
OC1CC2=COC=C2C1,-0.2217,0.0115
OC1C2C3CC3C2C1=O,-0.2288,-0.0311
CC1C2COC2CC1O,-0.2524,0.0708
C1CC23C=CC(C=C2)N13,-0.2032,-0.0122
CN1N=CC2=C1N=CN2,-0.2161,0.0008
OCC1=NC(O)=CO1,-0.225,-0.0023
CC12C3OC3C1OC2=N,-0.262,0.0206
COC(=[NH2+])NCC([O-])=O,-0.2488,0.0239
CC1C2OCC(C)(C)C12,-0.2239,0.0776
CCC(C=O)N1CC1,-0.2451,-0.0239
OC1CCCC2(O)CC12,-0.2482,0.0723
COC1OCC2C(C)C12,-0.2514,0.0828
CC(=O)C1=NC(C)=NO1,-0.2751,-0.084
CC1CNC2=C1NC=N2,-0.1749,0.0326
CC(C)(O)CCC(N)=O,-0.2445,0.0363
CC(C)C1CCC(=N)O1,-0.2515,0.0316
CC1=CCCC1(C)C#C,-0.2333,0.0242
C1OC1C12C3CC1CC23,-0.2389,0.0849
OC12C3C1C1C3OC21,-0.2346,0.0739
CC1NC(=O)C2(C)NC12,-0.2293,0.0279
N=C1ON=C(O1)C1CN1,-0.2552,-0.0228
[O-]C(=O)C12CC1[NH2+]C2,-0.1795,-0.0181
CC1=C(C)C(=N)ON=N1,-0.2507,-0.0871
CC(=N)OC(C)(C)C=O,-0.2534,-0.0278
OCC12CC1(OC2)C=O,-0.249,-0.042
CC1COC1CC=O,-0.2445,-0.021
CC12CN3C(C13)C2C#N,-0.256,0.016
CNC(C)(CC#C)C#N,-0.2444,0.0275
O=C1CC2OC(=O)NC12,-0.2497,-0.0523
CC1=CNC2=C1ON=N2,-0.2304,-0.0389
CC12CC(C1)C=C2C#N,-0.2461,-0.047
CC1C2(O)CC(=O)C12O,-0.2305,-0.0099
N#CCN1CCC1C#N,-0.267,-0.013999999999999999
CC1NCC(=O)NC1C,-0.2276,0.0371
OC12CC=CC3CC1C23,-0.2334,0.0221
OCC1OC(=O)C1C#C,-0.2726,-0.0069
CC1NC(C1O)C(C)=O,-0.2314,-0.0198
CCC#CCCC#CC,-0.2377,0.0518
COC12CC3C1C2C3=O,-0.2374,0.0053
CCN1CC1C(N)C#N,-0.235,0.0183
OC1=CC(=O)C=C(O)O1,-0.2283,-0.0168
CC(C#C)C#C,-0.2622,0.034
CC1C2C(O)C1N2C=O,-0.2385,0.0104
CC1C2CCC1(O)C2C,-0.245,0.0752
CC1NCC(=NO)C1=O,-0.2184,-0.0703
CCC1(CCC1)OC,-0.2418,0.0802
CCOC1=NOC(N)=N1,-0.2341,0.0199
N#CC12CCOC1CO2,-0.2744,-0.0005
NC(=O)C(O)CC#N,-0.2819,-0.0091
CC1(C)OC2(C)COC12,-0.2401,0.0654
[NH3+]CCC1=C([O-])NN=N1,-0.2065,0.0284
CC(C)C1C(C)N1C,-0.2103,0.0748
CC1C(C)C1C(F)(F)F,-0.2857,0.0711
CC12CC1CC1CC1O2,-0.2453,0.0826
CC1CC(C=O)N=CO1,-0.2455,-0.0261
CC12CC(N1)C2C#N,-0.2539,0.0252
CCOC12CC3CC1C23,-0.233,0.1002
N=C1OC=C(O1)C#C,-0.2259,-0.0368
OC1CC(CC#C)C1O,-0.2504,0.0487
CC12OCC1(O)CC=C2,-0.2383,0.0124
CC(C#N)C1CCC1O,-0.27,0.046
C#CC1C2C3C2C2C3C12,-0.222,0.0593
CN=C1N=CNC(C)=N1,-0.2142,-0.0265
CC(=O)COCC(C)=O,-0.2395,-0.0276
CC1=C(NC=N)OC=N1,-0.2354,0.006
C1CC23NC2CCC3O1,-0.2384,0.0767
CC1OCOCC11CC1,-0.2569,0.0856
N=COC1C2CC1C2=O,-0.2512,-0.0077
OCC(CC#N)C1CC1,-0.2644,0.0251
COC1CC2CC1(O)C2,-0.2469,0.0858
O=CC(=O)N1CCN=C1,-0.2532,-0.0923
CN1C(=N)N=CN=C1O,-0.2298,-0.0364
O=C1CC2OCC3C2N13,-0.2482,-0.0137
CN=C1NCCC(=O)N1,-0.2243,-0.0062
CC12CC3CC(C1)C23O,-0.2286,0.0748
CC1C2N1C1CCC=C21,-0.2245,0.0092
NC(=O)NC1CC2OC12,-0.2402,0.0554
NC(=O)C(=O)OCC#N,-0.2694,-0.0662
CCCN1C=CNC1=O,-0.18899999999999997,0.0411
CCC(C)(CC#N)C#C,-0.2743,0.0274
COC1COC1CC#C,-0.2455,0.0539
CCC1CC=CC(C)C1,-0.2348,0.0303
O=C(CC#C)CC1CC1,-0.2389,-0.0172
CC1=NC2(CC2O1)C#C,-0.2396,0.0128
N=C1OCOC2CC1C2,-0.2604,0.0143
CN1C=C(C=O)C=C1C,-0.217,-0.0209
CC#CC1CC1C(C)C,-0.2253,0.0568
COCC1=CNC(=N)O1,-0.1879,0.0351
OCC(=O)C1C2CCC12,-0.251,-0.0247
OC1COC23CN(C2)C13,-0.2362,0.0367
OC1(COCC=O)CC1,-0.2553,-0.0332
COC1=NC(=NO1)C#C,-0.2604,-0.0392
O=C(OCCC#C)C#C,-0.2731,-0.0455
NC1=NCC(CO)C1=O,-0.24600000000000002,-0.0654
ON=C1C=CCC1C=O,-0.2309,-0.0385
N=C1OC(=O)N=CC=N1,-0.2866,-0.1146
CC(O)C12CC(O1)C=C2,-0.2423,-0.0051
CC1C(=O)C=C(C)C1=O,-0.2434,-0.0854
OCCC12CC(O1)C=C2,-0.2364,-0.0013
CCC(C#N)C(N)C#N,-0.2808,0.0001
CC1C=CCNC1=O,-0.2387,0.0135
CNC1=C(C)OC(=O)O1,-0.2324,0.0168
CCC(C)C1CCC1O,-0.2541,0.0718
COCC(O)CCC#C,-0.2542,0.0603
OCCN1C2CC1C2O,-0.2279,0.0705
CC1(C)CC2C3CC1N23,-0.2286,0.0791
CCC1CC2OC1C2C,-0.2407,0.0901
CC1C(C#N)C2OC12C,-0.2683,0.0247
O=C1NC=CC=CCO1,-0.2189,-0.0405
CN1C=C(C)N=C1C#C,-0.2096,-0.0115
CCC(C)C(=O)CCO,-0.2395,-0.0095
CCCC(C)CN1CC1,-0.2291,0.0876
CN(C)C(=O)C(N)=O,-0.23600000000000002,-0.031
OC1=NC=C(O1)N1CC1,-0.2132,0.0211
CN1CC2(C)NC2C1=O,-0.2292,0.0234
C1C2C3CC1CCOC23,-0.2294,0.0751
OC12CC1N1CC2(O)C1,-0.2176,0.0542
CC12CC3COCC1N23,-0.22699999999999998,0.0851
CCN=C1C=CNC=N1,-0.2,-0.0166
CC12NC(=N)OC1C2O,-0.2243,0.0493
CCC1=CC(O)=NN1C,-0.2082,0.0276
O=CCOC1=CN=CN1,-0.213,-0.0404
O=C1C=CC2(OC12)C#N,-0.2728,-0.1019
CC1(N)C(CO)OC1=O,-0.2611,0.0036
OCCC12COC1CN2,-0.2255,0.0527
O=CC12CC(C1)C1CN21,-0.2456,-0.0291
CCN=C1OCC2CN12,-0.2434,0.0304
CN=C1ON=NC(N)=C1,-0.2197,-0.0796
CN1N=CN=C1NC=N,-0.2232,-0.0013
CCC1(CO1)C1CO1,-0.2571,0.0846
OCCOC1C2CCC12,-0.2475,0.0704
OC12CCC1(O)CC2,-0.2355,0.0754
CC1CN2CC2C1(C)C,-0.2232,0.0753
CC12CCOCC1N2,-0.2407,0.0739
CN1C2C3(C)OC2(C)C13,-0.2157,0.0804
CN1C=NNC(=N)C1=N,-0.2111,-0.0237
CC(C)C#CC(C)C#C,-0.24600000000000002,0.0403
CCNC(=O)OCC#C,-0.2534,0.0289
CC(O)C1(O)C2CC1O2,-0.2525,0.0685
C1CC23CC4C(CC24)C13,-0.256,0.0962
COC1(C)OCC2NC12,-0.2404,0.0749
CC#CC1=C(N)C=CO1,-0.1824,0.0003
CC1CC11CCC1C#C,-0.2515,0.0469
NC=[NH+]C1=NOC=C1[O-],-0.1562,-0.0661
CC(NC(C)C#N)C#N,-0.2685,0.0023
OCC(=O)NCCC#C,-0.2481,0.0221
OCC1CC(O)CO1,-0.2417,0.0639
O=C1CC2C(C3CO3)N12,-0.2525,-0.0172
CCC1(C)C(C)C1C#N,-0.2747,0.0337
O=CC12CC1CC21CC1,-0.2433,-0.0239
N=C1C=NOC=C1C#N,-0.2664,-0.0856
O=CC1(CCC#C)CO1,-0.2618,-0.0442
C#CC1=NCC(O1)C#N,-0.2732,-0.0514
CC1=CCC=CC2NC12,-0.2144,0.0155
O=CCOC(=O)C#N,-0.2888,-0.0848
N=C1OC2OCC3C2C13,-0.2624,0.0165
COC1C2NC2C11CC1,-0.2236,0.0768
CCOC(C)C1CCO1,-0.2407,0.0821
CC12CC1CCOC2,-0.2433,0.0864
CC1OC1C(CO)C#C,-0.2605,0.0377
CC(=O)C1=COC=N1,-0.2522,-0.0488
CN1C=CC(=C1)C(C)=O,-0.218,-0.0174
CCCC1=C(N)N=NN1,-0.2081,0.0073
OC12CC3C(CC=C1)C23,-0.2345,0.0215
OC12CC=CC1OC2=O,-0.2671,-0.0143
COC(C)=NC(C)(C)C,-0.2328,0.0318
C1OCC11OCC2NC12,-0.2436,0.0666
CC(O)C#N,-0.3051,0.0115
CC1=CCC2=CN=NN12,-0.2383,-0.0256
CC(CNC=O)C#N,-0.2693,0.0111
CC1C2CC(C)C(C)C12,-0.2545,0.0696
OCC12OCC1CC2O,-0.2439,0.0445
NC1CCC2NC12C#N,-0.24100000000000002,0.0136
OC1=CC2=C(N1)C=CO2,-0.1699,0.0298
O=CN1CC1C#C,-0.2592,-0.0082
CC(C)(O)C(C)(C)C=O,-0.2493,-0.0211
COC12CC1(NC2)C#N,-0.2237,0.0056
OC1=C(NC=N1)OC=O,-0.2142,-0.0096
CC1CC2(C)CC12O,-0.2357,0.0795
NC(=O)C1=CNC(O)=N1,-0.2184,-0.001
O=CC(=O)C1(CN1)C#C,-0.2587,-0.1044
CC(=O)C1(C)CC(=O)C1,-0.2448,-0.0224
O=CC1C2CN3C2CC13,-0.23600000000000002,-0.0279
COC1=CC=NN1C=O,-0.2384,-0.0374
OC1C=CC2CC2C1O,-0.2397,-0.0057
CN1CC(CC1=O)C#C,-0.2405,0.0282
CC1CN2CC12CCO,-0.2308,0.0773
CC(C)CC12CCC1O2,-0.2443,0.0791
OCCCNC=O,-0.251,0.0328
CCC1OCC1C1CC1,-0.2391,0.0869
CC1(CN1)C1(CO1)C#C,-0.2476,0.0251
NC1=NNN=C1C1CN1,-0.2143,-0.0027
N=C1C=CC2C(C#N)N12,-0.2567,-0.0659
CC12CCC1(CO)O2,-0.2495,0.07400000000000001
OCC(OCC#N)C#C,-0.2756,-0.0051
C1OC11CCC11CO1,-0.2587,0.0468
NC1=C(N=C(O)O1)C#N,-0.2172,-0.0142
OC12COCC3CC1C23,-0.2313,0.0696
CC1=CC2(CO)CC1O2,-0.2288,0.006999999999999999
CC1(C)CN1C(=O)C=O,-0.2464,-0.0773
C1CC2OC1CC1OC21,-0.2507,0.0772
COC1(C)CCCCO1,-0.2525,0.0882
C1=NC=C2N=CC=NN12,-0.228,-0.0855
CC1(NC1CO)C(N)=O,-0.2504,0.0146
CC1(CC=CC1)C(N)=O,-0.2377,0.027000000000000003
CCOC1=CC=NN1C,-0.2088,0.0419
C1CC(O1)C1=CC=NN1,-0.2334,0.0174
N#CC1C2C3NC1C23,-0.23399999999999999,0.0239
CC(C(O)C#N)C(C)=O,-0.2606,-0.0313
CC1OC(C)(C=C1)C#C,-0.2448,0.0064
C#CC#CC1NC1C#N,-0.254,-0.0371
FC1=CNC(=O)NC1=O,-0.2473,-0.0484
CCC1(COC1)C1CO1,-0.249,0.0747
CCC12CC(C1)C2O,-0.2472,0.0742
CC1(O)CCC(O)C1O,-0.2547,0.0629
OCC12CC1C(O)C2=O,-0.2373,-0.0259
O=C1CC2(CC3CC23)O1,-0.2676,0.0136
CCN=CN(C=O)C=O,-0.2561,-0.0435
COCCN(C)C=O,-0.2367,0.0363
CC1C(C=O)C1(C)O,-0.2406,-0.0177
CC12C=CC3OC1CC23,-0.23600000000000002,0.0076
CCC(O)CC(=O)CC,-0.2373,-0.0066
N#CC(C1CN1)N1CC1,-0.2571,0.0148
CC1C2C3(C)OC1C23O,-0.2222,0.0666
CCC12C(O)C1NC2=O,-0.2392,0.0103
CC(CC(O)CO)=NO,-0.2352,0.0204
CC(O)C(NC=O)C#N,-0.2719,0.0038
OC1COC11CC1,-0.22699999999999998,0.0623
N#CCC1C2CCN12,-0.2458,0.0328
CC1COC2OC1C=C2,-0.2501,-0.0022
CCC1OCC2(C)NC12,-0.233,0.0751
O=C1OC23CN(C2)CC13,-0.254,-0.0028
CC1C2C1C(C)=CC2O,-0.223,0.0151
C[NH+]=C(N)CC([O-])=O,-0.1918,0.0477
OC1=CNC(OC=N)=C1,-0.1912,0.0079
CC1=NCCC(O1)C#N,-0.2586,0.0044
O=C1NCC=C2CCN12,-0.2079,0.0159
CC12CCCC3C(O1)C23,-0.2229,0.0856
COCC(C)C#N,-0.2737,0.036000000000000004
CC1(C)N=C2OC3C2C13,-0.2154,-0.0534
OCCC1C2CCN12,-0.2259,0.0764
CN1CC1COC(C)=O,-0.2292,0.0148
CC1C2CC1(C)OC2=N,-0.2489,0.0363
CC1C2CC=CC1C2O,-0.2288,0.0195
NC1=CN=C(F)C=C1O,-0.2071,-0.0124
CC1CN(C(C)=N)C1=O,-0.2482,-0.0129
CCCCC(N)C#N,-0.2616,0.0249
CC(=O)N1CCC1=O,-0.2586,-0.0298
O=C1C2N3C1CC23C#C,-0.2552,-0.0283
OCCC1(CNC1)C#N,-0.2445,0.0238
CN1C(O)=CN=C1C#C,-0.198,-0.0053
CC12CC(OCO1)C2O,-0.2384,0.0799
OCC1N=COCC1=O,-0.2495,-0.0444
NC=NC1=NC=CO1,-0.2003,-0.0142
C1CCC2OC2C1,-0.257,0.0863
CNC(=O)C(=O)NC=N,-0.2425,-0.0518
O=C1CCOC(=O)CN1,-0.2536,-0.0043
C1OCC23C=CCN2C13,-0.2144,0.0041
OC12C3CCC(C13)C2=O,-0.2375,0.004
CC1OC(=O)NC(C)=C1,-0.2215,0.0067
COC1(C)C2NC2C1O,-0.2266,0.0763
CCC12CC(OC1)C2O,-0.2405,0.0774
CC(=O)C1=NNN=C1O,-0.2516,-0.0631
OC12C3OC1C3C21NC1,-0.2327,0.0714
OCCC1=CNN=N1,-0.2492,-0.0023
C1C2N=COC3COC123,-0.2235,0.0137
CCNC(C#N)C1CO1,-0.251,0.0263
OC1(CC#C)CC1C#N,-0.2769,0.0129
CC1(CO)C=CC2CN12,-0.2193,0.0148
CC(=O)C12CC1(C)CO2,-0.2376,-0.0198
CC1(O)C2OC2C1=NO,-0.2541,-0.0117
CC1CC2(C)CC1CO2,-0.233,0.0796
CC1(O)C2C=CC1C2=O,-0.2437,0.0018
CC(C)C(C)C(C)=O,-0.2379,-0.0082
CC1=NNC2=C1OCO2,-0.1942,0.032
CN1C=C(N)C=N1,-0.1914,0.0299
OCC(CC#N)N1CC1,-0.2518,0.0308
OC1C(=O)C2OCC12O,-0.242,-0.0488
CC(C)C(C)CCC#N,-0.3086,0.039
OC1=CC(C=O)=CC=C1,-0.2359,-0.0606
O=C1C2CC1C1CN1C2,-0.2347,-0.0172
COC(C)(C=O)C(C)O,-0.24,-0.0254
CC1(CO)CC1(C)C#N,-0.2746,0.0355
CCN=C1NC=NC1C,-0.2251,-0.004
O=CN1C=NC(=O)N=C1,-0.2708,-0.0889
CCC1=CN=CN=C1N,-0.2306,-0.0149
OC1C2OCCC(O)C12,-0.2481,0.0685
CC12CC1C(=O)CNC2,-0.2117,-0.0103
CCC(CO)C(=N)OC,-0.2581,0.0296
CC(=N)OC1=COC=C1,-0.2117,0.0116
CC1CC2C3CC12OC3,-0.2199,0.0838
COC1OC(=N)CC1=O,-0.2626,-0.0467
CC(C)C1=C(C)C=NN1,-0.2216,0.0296
CNC1=NOC(=O)C=C1,-0.2313,-0.0737
CC12CC3C=CC1OC23,-0.2323,0.0039
CC1OC11C(C)NC1=N,-0.2341,0.0169
N=C1NC(=O)CC=C1,-0.2582,-0.0439
OC1COC(C#N)C1=O,-0.2829,-0.068
OC12CC3C4C(CC14)C23,-0.2412,0.0703
ON=C1CNC(=O)C1,-0.2502,-0.011000000000000001
O=C1OCC2(NC12)C#C,-0.2517,-0.0149
ON=C1C=CC(O)C1=O,-0.2504,-0.078
C1N2C3CCCC=C1C23,-0.2234,-0.001
CCC1NC1(C=O)C#N,-0.2741,-0.0512
CC1(CN1)C1=NC=CO1,-0.2361,0.0027
CC1(CO)CN(C1)C=O,-0.2379,0.0294
O=CC12CC1C(=O)OC2,-0.2735,-0.0463
OC12CC=CC3OC1C23,-0.218,0.0015
COC1(C)CC1(C)C#C,-0.2379,0.0521
NC(=[NH2+])CC#CC([O-])=O,-0.2623,-0.0303
OC12C3OC1C3C2C#N,-0.2534,0.0186
O=C1C2CCC1N2,-0.2388,-0.0011
CCC1=C(NC)NC=C1,-0.1851,0.0533
NC(N)=O,-0.2495,0.0556
CC12CC1COC2=O,-0.261,0.0134
N#CC12CC1OC=N2,-0.2777,-0.0159
CN1C(=N)N=CN=C1F,-0.2423,-0.0519
CC1=CNC(=N)N1C=O,-0.1931,-0.0134
C#CCN=C1NC=CO1,-0.1963,0.0248
CC#CC(C)(CO)C=O,-0.2377,-0.0169
CN=C1OC2(C)CC12,-0.2455,0.0268
NC(=[NH2+])C1CC1C([O-])=O,-0.2382,-0.0023
OC1COCCC1C#C,-0.2421,0.0494
NC(=O)C1(CCN1)C#N,-0.2532,-0.0097
O=CC12CCC(CO1)C2,-0.2501,-0.0273
CC(=O)C1COC=N1,-0.2434,-0.0222
CC12NC1C1NC1C2=O,-0.21899999999999997,-0.0307
CC1C(=O)CC1(C)CO,-0.2347,-0.0129
CC1(O)CCC1(C)C=O,-0.24100000000000002,-0.0124
O=C1CCCOC1C#N,-0.2588,-0.0516
CN=C(N)C(=O)OC=N,-0.2479,-0.0566
CC1(CC(O)C=O)CC1,-0.2598,-0.0367
CC(C#C)C1(C)CC1,-0.2583,0.0534
O=CNC1COCC1=O,-0.2412,-0.0446
O=C1NCC2CC1CO2,-0.2413,0.0312
CN=CN(CC#C)C=N,-0.2277,-0.0084
CCC1=C(N)N=C(C)O1,-0.1886,0.0182
CCC(=O)C=O,-0.2515,-0.0944
CC1CCC2NC2C=C1,-0.2354,0.0147
CC1OC(=O)C2NCC12,-0.2357,0.0079
N#CCC1=NC=CN=C1,-0.262,-0.0658
O=C1CC2C3N=CN1C23,-0.2469,-0.0397
N#CC1C2CC3OC1C23,-0.259,0.0199
OCC12OC3CC1C23O,-0.2379,0.0622
CC1C2C(=O)CC12CO,-0.2337,-0.0045
CC1=CN(CC#N)N=C1,-0.2464,0.0005
CC1(O)CC2C3OC3C12,-0.2484,0.0707
CC1COC1(CO)CO,-0.2442,0.0564
OC(C#C)C1=CN=CO1,-0.25,-0.0147
CCC1=NN(C)C(C)=C1,-0.2234,0.0324
CCC(=O)C(N)=N,-0.2473,-0.0499
CC1CCC2NC12C#C,-0.2286,0.038
CC1CC(O)C(C=O)=C1,-0.2542,-0.0657
O=CN1CC1C(=O)C#N,-0.2763,-0.1124
CC(C)(O)C1CC2OC12,-0.249,0.071
C#CCCN1CC1C#N,-0.2625,0.0074
OC1(CC2(CN2)C1)C#C,-0.2426,0.0281
CC12CC3C4CC4C1C23,-0.2373,0.0869
N=C1OCCOC1=N,-0.2616,-0.0366
OC12CC1C1NC1C2,-0.2329,0.07400000000000001
NC1=NNC(O)=N1,-0.2064,0.0446
OC12C3CC1C(C3)C2=O,-0.23399999999999999,-0.0059
CC1=C(CO)C(C)=NO1,-0.2435,-0.0052
CC(C)C1(C)CC1(C)C,-0.2497,0.075
CC(CCO)CCC#N,-0.2717,0.0382
C1CC2(C1)OC1COC21,-0.2426,0.0584
CC1=C(CC#C)ON=C1,-0.247,-0.0087
CCC(C)(C)C1(C)CC1,-0.2604,0.0778
OCCCC(=O)OC=N,-0.2723,-0.0223
O=CC1C2OCCOC12,-0.2415,-0.0192
OCC1COC(=N)OC1,-0.2419,0.0453
CC1(C#N)C(O)C1CO,-0.2645,0.0211
CC1C2CC(C3CO3)N12,-0.2249,0.0818
CC1C2COC12,-0.2325,0.0823
ON=C1C=CCC11CC1,-0.2133,-0.0253
CC1=CC2NC1C2=NO,-0.2192,0.0001
CC1C=CC(C#C)C1C,-0.2452,0.0163
CC12CCOC(O1)C=C2,-0.2504,0.0011
CC1CC(OC1C)C#N,-0.2758,0.0167
C#CC1COC2CC12,-0.2354,0.0494
CC1(C)CC1(C)O,-0.245,0.0744
CC(C=O)N1CC(=O)C1,-0.247,-0.0357
CCCC(=O)CC=O,-0.2488,-0.0379
NC1C2OCOC12C#N,-0.2453,0.0025
N=C1OCC2N=COC12,-0.266,-0.0029
OCCCC1COC1=N,-0.2621,0.0233
CC1C2OC1C2(C)CO,-0.2378,0.0688
OC12CC1C=CNC2=O,-0.2204,-0.0081
CC1NC(=O)C2CC1C2,-0.2351,0.0359
CCCN1CC1C#C,-0.2283,0.0349
OCC1CC=CC1,-0.2329,0.0324
O=C1C2NC2CC1C#N,-0.256,-0.0458
N=COC1=COC(=N)O1,-0.2258,-0.0119
CN1CC2NC(=O)C12C,-0.2105,0.022000000000000002
CC1(CCC(=O)O1)C=O,-0.2664,-0.0461
CC(=O)C1CC2CN12,-0.2392,-0.0213
